id,document_number,window_number,pair_number,text,label
98.5.32,98,5,32, היא היתה ידועה בציבור האירי בעיקר בזכות מאבקיה למען זכויות האדם והאזרח. גם לאחר בחירתה חזרה [א1] והצהירה [/א1] שתיאבק בעד חוק גירושין והפצת אמצעי מניעה שני אלמנטים מרכזיים בהם [א2] נאבקת [/א2] קשות הכנסייה הקתולית וכן בעד התפייסות עם צפון אירלנד.,AFTER
122.30.409,122,30,409," אם כך, רכישת מק""ם בתשואה של 81 % בספטמבר 9891 [א1] הניבה [/א1] רווח ריאלי נאה. אם [א2] ימשיכו [/א2] מחירי הדיור להדהיר את המדד גם בחודשים הבאים השקעה במק""ם היא אפשרות אטרקטיווית מאוד, מה גם שהמק""ם ניתן למימוש בכל עת, הסיכון קטן ועמלות הכניסה, היציאה והפדיון נמוכות.",BEFORE
82.1.9,82,1,9," מרבית סעיפי ההסכם כבר סוכמו, והוא ייחתם ככל הנראה בשבוע הבא. האוצר [א1] תובע [/א1] מההסתדרות להתחייב לשקט תעשייתי בתקופת ההסכם לא רק על הנושאים [א2] הקשורים [/א2] בו במישרין, אלא אם גם על נושאים ייחודיים עליהם הוכרזו סכסוכי עבודה, כגון תביעות עובדי משרד הקליטה ומשרד החוץ.",AFTER
2.16.85,2,16,85," מורשת הקרב שצה""ל [א1] אימץ [/א1] כתוצאה מהקרב על מנזר סן סימון איננה מיתוס. היא מבוססת על אותו קרב המגננה שבו [א2] אירעו [/א2] מעשי גבורה עילאיים, ועל קבלת החלטות קשות בתנאי קרב.",AFTER
54.8.51,54,8,51," בכירים במחנה לוי, שראו כיצד מתייחס שרון אל סלוצקי, הביעו כעס רב על שר החוץ, ש""נטש חלק מנאמני המחנה [א1] המכהנים [/א1] במשרות בכירות בחברות השיכון הממשלתיות ובמשרד השיכון"" כדבריהם. הם [א2] טענו [/א2] כי מעמדם נמצא עתה בסכנה, עקב קירבתם ללוי, וכי שר החוץ עצמו אינו נחלץ להגן עליהם.",BEFORE
34.17.60,34,17,60," משבר המפרץ [א1] מלמד [/א1] את האמריקאים, בדרך הקשה, את כללי המשחק באזור הזה. סגן שר החוץ, בנימין נתניהו, [א2] הורה [/א2] לנציגי ישראל בבירות העולם להזכיר לדעת הקהל כי בנובמבר 1791 דחתה ממשלת גולדה מאיר החלטה של מועצת הביטחון לשגר לירושלים משלחת סקר, שתדווח על ההתיישבות היהודית החדשה במזרח ירושלים.",BEFORE
128.6.48,128,6,48," בערב ספרותי, שנערך באחד מאולמות פאריס בשנות החמישים של המאה הקודמת, [א1] דנו [/א1] המשתתפים בהתלהבות באחד מספריו של דיומא ועד מהרה הגיעו לטונים גבוהים. אלכסנדר דיומא הבן, מחבר ""הגברת עם הקמליות"", ישב בקהל, ובלהט הויכוח [א2] קרא [/א2] לעבר אביו, שהיה על הבמה: ""זו היצירה הכי גרועה שלך, פאפא"".",BEFORE
122.31.410,122,31,410," אם [א1] ימשיכו [/א1] מחירי הדיור להדהיר את המדד גם בחודשים הבאים השקעה במק""ם היא אפשרות אטרקטיווית מאוד, מה גם שהמק""ם ניתן למימוש בכל עת, הסיכון קטן ועמלות הכניסה, היציאה והפדיון נמוכות. סוכנות פטרולגז בכפר סבא, ""ביגז"", אולי לא [א2] המציאה [/א2] את השיטה, אבל בגינה נודע לי על כך לראשונה: איך לאפשר ללקוח הפורע חשבון לשלם שתי עמלות לבנק, במקום אחת.",AFTER
54.43.253,54,43,253," במשרד לאיכות הסביבה התלוצצו השבוע [א1] והציעו [/א1] לתמ""ס להעביר את המרכזייה לבניין החדש, ""ואנו כבר נוכל להסתדר בכוחות עצמנו"". הפרסומים על אודות המתיחות הרבה ביחסים שבין הנהלת בנק ישראל וציבור העובדים [א2] מדאיגים [/א2] את הנגיד ועוזריו.",VAGUE
34.15.47,34,15,47," אבל אפשר שהאמריקאים לומדים בימים אלה פרק חשוב בהבנת המזרח התיכון. התנהגותם [א1] מזכירה [/א1] פוליטיקאים ישראלים (ביניהם כאלה הלועגים היום לחיזור האמריקאי אחרי הקואליציה הערבית) זוללי שרימפס, [א2] החובשים [/א2] כיפה על ראשם ומשחרים לפתחם של רבנים אנטי-ציונים.",AFTER
54.40.232,54,40,232," בישיבה הוחלט כי המשרד לאיכות הסביבה [א1] ישלם [/א1] למשרד התעשייה והמשרד חצי מיליון ש""ח עבור מרכזיית הטלפונים של תמ""ס שתועבר יחד עם המבנה לרשות המשרד לאיכות הסביבה. מרינוב זעם על ההחלטה, ובמשרד לאיכות הסביבה [א2] טענו [/א2] כי לא ימלאו אותה.",AFTER
92.3.8,92,3,8," קרן זו, המאפשרת הצטרפות גם על בסיס אישי, לא רק על בסיס מפעלי, [א1] נוהגת [/א1] לחשב בעבור כל אחד מחבריה את בסיסו האקטוארי, כמקובל בחברות הביטוח לגבי ביטוחי חיים ומנהלים. המטרה היא לאפשר לכל מבוטח לבחור את סכום הפנסיה שהוא [א2] רוצה [/א2] להבטיח לעצמו.",BEFORE
31.4.100,31,4,100," הסיבה: המדיניות הכלכלית הנועזת של מפלגת העבודה נכשלה כישלון חרוץ. מאז הונהגו הרפורמות באמצע שנות השמונים [א1] סובלת [/א1] ניו זילנד מקיפאון כלכלי, התוצר הלאומי כמעט שלא עלה, ושיעור האבטלה [א2] מתקרב [/א2] לשמונה אחוזים שיא של כל הזמנים במדינה זו.",EQUAL
128.27.145,128,27,145," אחרי שיחה נזעמת בארבע עיניים הגיעו דיומא והמו""ל להסכם שכר חדש. טיב ההסכם לא נודע, אך הגיבור המגמגם [א1] מת [/א1] מיתה [א2] משונה [/א2] עוד באותו פרק.",EQUAL
60.2.52,60,2,52," גולן הביע שביעות-רצון מהדרך בה פועלת אלביט, כמפעל פרטי ראשון שקיבל על עצמו, מרצונו, את העקרונות שעל-פיהם עובדת הרשות לשיתוף פעולה תעשייתי. לדבריו הוקם באלביט גוף שמפקח על הקניות [א1] ובודק [/א1] כל הזמנה המיועדת לחו""ל, אם [א2] ניתן [/א2] לרכוש אותה בארץ.",AFTER
22.24.113,22,24,113," מה שמרגיע מעט את הפחד בציבור הערבי הוא הידיעה, שבנסיבות הפוליטיות הנוכחיות פגיעה בערבים [א1] גורמת [/א1] נזק עצום לישראל. במזרח ירושלים [א2] הבינו [/א2] זאת היטב עם שחרורו המהיר יחסית של פייסל חוסייני מהמעצר, אחרי שאין-ספור הודעות רשמיות ישראליות האשימו אותו באחריות ישירה לאירועי הדמים בהר-הבית.",BEFORE
82.5.21,82,5,21," כך נבדקת יכולתן של התעשייה האווירית ורפא""ל לשלם תוספות שכר, עליהן סוכם. [א1] בהתייחסו [/א1] לתביעת האוצר מההסתדרות, לכלול בשקט התעשייתי גם סכסוכי עבודה ייחודיים, אומר זילוני כי ההסתדרות אינה יכולה להתחייב בשם עובדים [א2] שפנו [/א2] לערכאות משפטיות, מה גם שהעילה לסכסוכים אלה אינה קשורה בהסכמי השכר הארציים אלא בנושאים יחודיים.",AFTER
34.21.76,34,21,76," ואולם, המקרה של 1791 הוא בבחינת היוצא מהכלל שאינו [א1] מעיד [/א1] על הכלל. אף שארה""ב התנגדה מאז ומתמיד לצעדי הסיפוח של ישראל, היא לא השכילה להבין כי [א2] בהטילה [/א2] שוב ושוב וטו על החלטות האו""ם, היא מרגילה את הציבור הישראלי להאמין שאפשר להשליך הצדה את הצהרותיה באותו עניין עצמו.",AFTER
133.2.2,133,2,2," בקרבת מקום ייבנה בקצב מואץ שדה-תעופה-צבאי למטוסי אף-61 של נאט""ו, לאחר שספרד [א1] החליטה [/א1] שלא לחדש את הסכם בסיס המטוסים האלה שהיה על אדמתה. זה חודשים אחדים שארגוני הפשע המקומיים [א2] מתכוננים [/א2] למאבק האחרון על המכרזים האמריקאים.",BEFORE
29.14.30,29,14,30," אבל תחילה על חניכיו של דוד שוייצר לגבור בבית על מכבי שעריים שגם לו כוונות בצמרת. מכבי פתח תקוה, המדורג שלישי, [א1] יארח [/א1] היום את מכבי יפו [א2] שצירף [/א2] להרכבו את השוער פרדי לסנר.",AFTER
54.34.202,54,34,202," הבעייה היא שיו""ר ועדת הכנסת ח""כ קורפו הודיע כי הוא [א1] מתכוון [/א1] לבטל את תארי ""ממלאי המקום"" בוועדות, וריבלין עלול למצוא עצמו לא רק מחוץ לוועדת חוץ וביטחון, אלא, גם לא כממלא-מקום חבר קבוע בוועדת הכספים. הרצון לחסוך בהוצאות לדיור במשרדי הממשלה גרם למחלוקת קשה בין משרדי שבה [א2] מעורבים [/א2] משרדי התעשיה והמסחר, איכות הסביבה והאוצר.",VAGUE
122.12.105,122,12,105," [א1] למדתי [/א1] שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, המציא את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה התיר להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים הבריק ב""מטמון"" וכולי. במה [א2] מתבטא [/א2] ה""המשך"", כלומר, מה הם ה""תנאים הניתנים לחוסכים ותיקים בלבד"" בתוכניות ההמשך? בהודעת הבנק מדובר בלשון רבים, אבל למעשה יש רק תנאי משופר אחד: כל המועדים מוקדמים בשנה אחת.",AFTER
34.22.98,34,22,98," אף שארה""ב התנגדה מאז ומתמיד לצעדי הסיפוח של ישראל, היא לא השכילה להבין כי בהטילה שוב ושוב וטו על החלטות האו""ם, היא [א1] מרגילה [/א1] את הציבור הישראלי להאמין שאפשר להשליך הצדה את הצהרותיה באותו עניין עצמו. בהרצאה שנשא בחודש מארס טען פרופסור יהושפט הרכבי כי בכך [א2] איפשרה [/א2] ארה""ב לממשלות ישראל ולציבור בארץ לבצע משגים, שיום אחד הם אלה שייאלצו לשלם את המחיר בעבורם.",AFTER
54.47.263,54,47,263," חברי ההנהלה, לטענת המבקרים, משחקים ""ראש קטן"", כל אחד לעצמו. עכשיו [א1] כשפרץ [/א1] במלוא עוצמתו הסכסוך עם העובדים [א2] עומדים [/א2] רוב חברי ההנהלה מן הצד ואינם מתערבים, טוענים העובדים.",BEFORE
48.5.66,48,5,66," שחקני החיזוק הולקומב ופירסון עשו את המוטל עליהם וקלעו את מיכסת הנקודות [א1] שמצפים [/א1] מהם (ביחד 94 נקודות). האכזבה באה דווקא מבינו, שלא הצליח להתמודד עם גבוהי הפועל, [א2] ומעושה [/א2] המשחק שוורצמן שאיבד כדורים רבים.",BEFORE
92.11.35,92,11,35," באחרונה [א1] הגיעה [/א1] הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 העובדים בו יצטרפו לקרן. חלק מעובדים אלה [א2] יצטרפו [/א2] רק לקרן הפנסיה ואחרים יבחרו מסלול הקיים רק במסגרת תשורה, לפיו ישלבו פנסיה וביטוח חיים.",BEFORE
8.0.19,8,0,19,"מזכירות איגוד הפועלים החקלאיים הציעה אתמול שהממשלה תשלם מענק חודשי של 500 ש""ח, נוסף לשכר הרגיל, לכל ישראלי [א1] שיעבוד [/א1] בקטיף ההדרים במשך שלושה חודשים לפחות. מזכיר איגוד הפועלים החקלאיים, חיים אביבי, מסר שההצעה [א2] הועלתה [/א2] לנוכח המחסור בעובדי קטיף המורגש כבר כעת ויוחרף בחודש הבא, כשהקטיף יהיה בעיצומו, בעיקר עקב היעדרות עובדים מהשטחים.",AFTER
60.3.59,60,3,59," לדבריו הוקם באלביט גוף [א1] שמפקח [/א1] על הקניות ובודק כל הזמנה המיועדת לחו""ל, אם ניתן לרכוש אותה בארץ. עוד נמסר כי אלביט [א2] תעביר [/א2] לרשות לשיתוף פעולה את רשימות החברות בחו""ל שמהן היא קונה מוצרים, כדי שהרשות תפעל להשגת רכש גומלין מאותן חברות.",BEFORE
29.6.13,29,6,13, התכונה באשדוד לדרבי המסקרן מחר [א1] החלה [/א1] כבר לפני זמן רב והגיעה השבוע לשיאה. אלפי כרטיסים נמכרו וההתעניינות לא [א2] נותרה [/א2] רק באשדוד.,BEFORE
70.2.11,70,2,11," כך [א1] מדווח [/א1] כתב העיתון ""ואשינגטון פוסט"" מפי כתבו בירושלים. זהו הדיווח השני, בשבוע האחרון של כתב אמריקאי מישראל, האומר כי ישראל מודאגת מהיעדר תיכנון משותף בין ואשינגטון לירושלים בדבר אפשרות [א2] שידרש [/א2] תיאום בין שתי המדינות, אם יפרוץ עימות צבאי במפרץ.",BEFORE
133.18.47,133,18,47," מול הפשע הזה עומד ממשל, שחלק ממנהיגיו [א1] נהנה [/א1] ישירות או בעקיפין מהמצב הזה. גם החוק הפלילי החדש, שאושר אחרי שנות מאבק פוליטי, [א2] מסייע [/א2] בעקיפין לפשע.",BEFORE
122.1.19,122,1,19," בהמשך נאמר, בין השאר, כי ""מועדי היציאה הגמישים של כוח תשורת המשך [א1] הופכים [/א1] את התוכנית לאטרקטיווית"". להלן הודיע הבנק ללקוחה כי יעביר את הכספים שהצטברו לזכותה, כולל כל ההטבות, לתוכנית חדשה (""כוח תשורת המשך""), כאשר המדד היסודי לגבי התוכנית החדשה יהיה המדד [א2] שיפורסם [/א2] בגין אוקטובר 0991.",VAGUE
128.3.32,128,3,32," חלק מן הספרים הללו כתב לפי רעיונותיהם של אחרים, חלק ערך ושיפץ על-פי כתבי יד [א1] שנמסרו [/א1] לו, וחלק, כנראה, לא ראה מעולם. בתקופה מסוימת [א2] העסיק [/א2] דיומא צוות שלם של עוזרים בראשותו של ההיסטוריון אוגוסט מיקא.",BEFORE
42.2.25,42,2,25," קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א1] ומביעה [/א1] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם. מזכיר מועצת הפועלים והנהלת הפועל בית שאן, הודיעו שהשחקנים [א2] שנטלו [/א2] עליהם יוזמה אישית, בניגוד לדעת ההנהלה, יועמדו לבירור משמעתי.",AFTER
34.26.132,34,26,132," נהפוך הוא: ככל [א1] שחולף [/א1] הזמן ירבו ההתנחלויות היהודיות ויגבר הפונדמנטליזם האיסלמי. התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו [א2] טוען [/א2] שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל מבין לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים.",BEFORE
33.13.40,33,13,40," ואולם, רגע הפגיון בגב יגיע באופן בלתי נמנע. כוויית היא אוסטריה, וכמסתמא אפילו ברנאדט [א1] שכח [/א1] אולי [א2] רצה [/א2] לשכוח כיצד מתקדם הטור הפוליטי בנוסח שנות ה03.",EQUAL
48.2.18,48,2,18," שחקניו הגבוהים, טרי וגיבסון, [א1] החטיאו [/א1] כטירונים מתחת לסל, כשגיבסון זוכה לכיסוי דאבל-אף, אולם הוא הצליח להוציא כדורים החוצה לאנדרסון ולפרישמן הפנויים שניצלו זאת לנקודות קלות. ניצחון הפועל הושג בעיקר בזכות לחימה עיקשת של אמסלם ופרישמן, שהשתפר [א2] וניווט [/א2] התקפת קבוצתו ללא דופי.",VAGUE
92.11.47,92,11,47," באחרונה הגיעה הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 העובדים בו יצטרפו לקרן. חלק מעובדים אלה [א1] יצטרפו [/א1] רק לקרן הפנסיה ואחרים [א2] יבחרו [/א2] מסלול הקיים רק במסגרת תשורה, לפיו ישלבו פנסיה וביטוח חיים.",EQUAL
34.17.64,34,17,64," משבר המפרץ מלמד את האמריקאים, בדרך הקשה, את כללי המשחק באזור הזה. סגן שר החוץ, בנימין נתניהו, [א1] הורה [/א1] לנציגי ישראל בבירות העולם להזכיר לדעת הקהל כי בנובמבר 1791 דחתה ממשלת גולדה מאיר החלטה של מועצת הביטחון לשגר לירושלים משלחת סקר, [א2] שתדווח [/א2] על ההתיישבות היהודית החדשה במזרח ירושלים.",AFTER
33.24.79,33,24,79," ואמנם, חלופות כאלו קיימות, וליתר דיוק היו קיימות כאשר מלחמות התנהלו ברומחים. אלא ששוורצקוף [א1] נשלח [/א1] למפרץ בראש גייסות, שאם [א2] יופעלו [/א2] עלולים להידרש לבצע בדיוק את החלופה הלא-מועדפת על הגנרל.",BEFORE
54.31.181,54,31,181," ריבלין האשים ""ח""כים ירושלמים (קרי: הנגבי, קורפו, ויהושע מצא) המנצלים את מעמדם בהנהלת הסיעה, כדי למנוע כל אפשרות שיכהן בחבר בוועדת חוץ וביטחון. ריבלין [א1] אמר [/א1] כי על פי סיכום [א2] שנערך [/א2] עימו השבוע יצטרפו הח""כים קופמן ויהודה פרח לוועדת הכספים, ואילו הוא יצורף לוועדת חוץ וביטחון, אך ""חבריו"" מצאו ברגע האחרון סיבה להפר את הסיכום.",AFTER
8.2.49,8,2,49," המעסיקים אינם מצפים שיצליחו למשוך מספר ניכר של עובדים ישראליים לקטיף, בגלל השכר הנמוך המשולם לעבודה זו מעט מעל שכר המינימום במשק. בשבוע הבא [א1] ידון [/א1] מנכ""ל התאחדות האיכרים, שלמה רייזמן, עם מנכ""ל שירות התעסוקה, דוד מנע, בדרישת ההתאחדות לשכנע עולים חדשים [א2] הלומדים [/א2] באולפנים לעבוד בקטיף.",AFTER
124.15.46,124,15,46," כמעט כל הילדים בגילאי בית-ספר הבאים למשרד לייעוץ משפחתי בוואדינגר סובלים מהרטבת לילה, אומר טקבסארן. ילדות ונערות טורקיות [א1] המאושפזות [/א1] במחלקות פסיכיאטריות [א2] סובלות [/א2] לא אחת מהתקפים של תוקפנות עצמית.",BEFORE
126.6.22,126,6,22," בנוסף להכרת הסביבה, ילמדו המשתתפים את סודות הניהול של המקום, [א1] ויישמו [/א1] את חלקם בשטח. השתתפות בסמינר כזה [א2] תעלה [/א2] כ586 דולר (כולל חומרים).",AFTER
133.36.145,133,36,145," רומא הפוליטית מודאגת מאוד מהתפתחויות אלה, אף שחלק ממנהיגיה קשור בדרך זו או אחרת בפשע המאורגן. ועדה פרלמנטרית עוקבת באחרונה אחרי אלפי מיליארדים של לירטות, שהוזרמו לדרום אחרי רעש האדמה של נובמבר 0891, שבו כפרים [א1] נהרסו [/א1] כליל, [א2] נהרגו [/א2] 3,100 ונרשמו 200,000 חסרי-גג.",EQUAL
54.32.192,54,32,192," ריבלין אמר כי על פי סיכום [א1] שנערך [/א1] עימו השבוע יצטרפו הח""כים קופמן ויהודה פרח לוועדת הכספים, ואילו הוא יצורף לוועדת חוץ וביטחון, אך ""חבריו"" מצאו ברגע האחרון סיבה להפר את הסיכום. בינתיים, ריבלין [א2] נשאר [/א2] ממלא-מקום בוועדת הכספים.",BEFORE
111.6.51,111,6,51," אל המקום השני [א1] נסוג [/א1] בית""ר ירושלים, שירד לנגב ואיפשר למארחו בבאר שבע להשיג את ניצחונו הראשון העונה (2 0), אחרי סידרה בלעדית מפתיעה של 5 תיקו בזה אחר זה. בית""ר ת""א [א2] נסוג [/א2] למקום השלישי אחרי שנחל הפסד ראשון להפועל תל אביב, שהיה זה ניצחון הבכורה שלו (1 0) משער של יוסי אבוקסיס.",VAGUE
124.62.201,124,62,201, במינכן [א1] התחשב [/א1] מרכז העבודה לענייני זרים בהורים. [א2] הוקמה [/א2] סדנת תפירה וההורים יכלו להיווכח במו עיניהם שבמקום אין גברים.,BEFORE
33.28.97,33,28,97," ואילולא [א1] נתפסה [/א1] ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה יבואו בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה משתחרר מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות. אך לפני הכל ארה""ב חייבת להבהיר לעצמה לשם מה הקימה את העולם על רגליו, ולהשגתה של איזו מטרה שלחה למפרץ צבא, שמבחינת כוח האש [א2] הנישא [/א2] בכליו שם בכיסו הקטן את כל צבאות הברית במלחמת העולם השנייה.",BEFORE
122.2.33,122,2,33," להלן הודיע הבנק ללקוחה כי [א1] יעביר [/א1] את הכספים שהצטברו לזכותה, כולל כל ההטבות, לתוכנית חדשה (""כוח תשורת המשך""), כאשר המדד היסודי לגבי התוכנית החדשה יהיה המדד שיפורסם בגין אוקטובר 0991. להודעה צורף עלון [א2] המפרט [/א2] את תנאי תוכנית ההמשך.",AFTER
138.7.45,138,7,45," [א1] יצוין [/א1] כי אחוז ההצבעה בבחירות המשנה נמוך מזה שבבחירות הכלליות, שבהן נרשמת בדרך-כלל יותר תמיכה בשתי המפלגות הגדולות. סקרי דעת הקהל [א2] הראו [/א2] התרחקות של הציבור הבריטי מתמיכה בממשלה השמרנית, כתוצאה מן המיתון, מעליית האינפלציה ומעליית שערי הריבית.",AFTER
131.46.124,131,46,124," לו רק היה הימין סומך קצת על השמאל שיעזור לו להשתחרר מהפחד, היינו כולנו נשכרים. תל-אביב: ח""כ יוסי שריד [א1] הודיע [/א1] לאחרונה כי טעה כאשר [א2] התנגד [/א2] להפצצת הכור האטומי בעיראק.",AFTER
54.19.90,54,19,90," בעבר הייתה הבנה עם ראש הממשלה שיכהן כסגן שר במשרדו אך בפועל יתפקד כסגן שר העבודה והרווחה. העניין לא [א1] יצא [/א1] אל הפועל, ולפיכך, [א2] זעם [/א2] השבוע ביבי, לאחר שנודע לו שאגודת ישראל תקבל שני סגני שרים במשרד העבודה והרווחה, וכי לו לא נמצא מקום במשרד זה.",BEFORE
70.1.9,70,1,9," ממשלת ישראל מקווה ששיחות התיאום האסטרטגי המתנהלות בימים אלה בוואשינגטון בין משלחות ישראל וארה""ב יביאו לפתרון הבעיה של העדר תיכנון ישראלי-אמריקאי משותף, במקרה [א1] שיפרוץ [/א1] עימות צבאי נגד עיראק, שישראל תהייה מעורבת בו. כך [א2] מדווח [/א2] כתב העיתון ""ואשינגטון פוסט"" מפי כתבו בירושלים.",AFTER
92.2.7,92,2,7," בשנים האחרונות הקרן כמעט ולא פעלה, עד שניהולה הועבר לידי מנהלי סוכנות הביטוח סימון את ויזל, [א1] שנחשבת [/א1] לגדולה בארץ בענף ביטוח החיים. קרן זו, המאפשרת הצטרפות גם על בסיס אישי, לא רק על בסיס מפעלי, [א2] נוהגת [/א2] לחשב בעבור כל אחד מחבריה את בסיסו האקטוארי, כמקובל בחברות הביטוח לגבי ביטוחי חיים ומנהלים.",EQUAL
122.11.87,122,11,87," תמיד סיקרן אותי לדעת מי המציא את השמות המוזרים הללו לתוכניות החיסכון, [א1] שהתהדרו [/א1] עתה בשם המוזר ""כוח תשורת המשך"". למדתי שזכות היוצרים מחולקת בין האוצר לבין הבנקים: האוצר, באשרו מסגרת כללית לסוג תוכניות מסוים, המציא את השם ""תשורה"" (קודם לכן ""תשואה""), ועתה [א2] התיר [/א2] להוסיף את התיבה ""המשך"" לתוכנית מתוקנת; בנק לאומי המציא את ""כוח"", בנק הפועלים הבריק ב""מטמון"" וכולי.",AFTER
133.20.76,133,20,76," החוק המגן על האזרח מגן למעשה על הפושעים של הדרום. רבים מהם חוזרים הביתה בתום תקופת מעצר-לפני-משפט, מפני שבתי המשפט עמוסים וההליכים איטיים; אחרים [א1] מרצים [/א1] תקופת-מאסר מקוצרת על התנהגות טובה; ויש שאינם [א2] חוזרים [/א2] מהחופשה בכלא, שמעניק להם החוק החדש.",EQUAL
33.31.120,33,31,120," עד שארצות הברית, בהנהגת הנשיא בוש, לא [א1] תאמר [/א1] לעצמה את האמת לגבי השאלה ""מה אנחנו עושים במדבר הסעודי"", תזכיר התנהגותה את חמורו של רידן. הלה [א2] מת [/א2] מרעב כיוון שלא השכיל לבחור בין שתי ערימות שחת שהונחו בפניו.",AFTER
54.22.120,54,22,120," אולם שר התעשיה והמסחר משה נסים, שהיה שותף בצוות המו""ם עם אגו""י והמפלגות הדתיות, אינו מעוניין בסגן שר במשרדו, וגם ארנס אינו מתלהב יותר מדי להצעה כזו. עד שיזכה ביבי במשרה שתיראה לו הודיעה המפד""ל לשמיר כי נציגה בוועדת הכספים, ח""כ ביבי, לא [א1] יתמוך [/א1] במתן משרת יו""ר הועדה לאגו""י וללא קולו [א2] יתקשה [/א2] הליכוד בהשגת רוב בוועדה להחלפת היו""ר.",BEFORE
120.9.23,120,9,23," היום כבר [א1] מודפסים [/א1] 001 עותקים. האלבומים [א2] ניתנים [/א2] ללא תמורה למוזיאונים בארץ, לחוגים לתולדות האמנות, למרכזים קהילתיים ועוד, ""וזאת בעצם מטרת העניין, להפיץ אמנות, ושאנשים יבואו במגע אתה"".",BEFORE
33.31.127,33,31,127," עד שארצות הברית, בהנהגת הנשיא בוש, לא תאמר לעצמה את האמת לגבי השאלה ""מה אנחנו עושים במדבר הסעודי"", [א1] תזכיר [/א1] התנהגותה את חמורו של רידן. הלה מת מרעב כיוון שלא [א2] השכיל [/א2] לבחור בין שתי ערימות שחת שהונחו בפניו.",AFTER
124.23.82,124,23,82," הפדגוגית הברלינאית כריסטה מלר-המאן אומרת שהורים אינם מתרשמים מקריאותיהן של הבנות לעזרה. מלר-המאן, מנהלת מרכז מגע וייעוץ לבני נוער העלולים להתאבד, [א1] השתאתה [/א1] על תגובותיה של אם, שבתה בת ה91 [א2] קפצה [/א2] מהחלון.",AFTER
54.32.191,54,32,191," ריבלין [א1] אמר [/א1] כי על פי סיכום שנערך עימו השבוע יצטרפו הח""כים קופמן ויהודה פרח לוועדת הכספים, ואילו הוא יצורף לוועדת חוץ וביטחון, אך ""חבריו"" מצאו ברגע האחרון סיבה להפר את הסיכום. בינתיים, ריבלין [א2] נשאר [/א2] ממלא-מקום בוועדת הכספים.",AFTER
92.10.27,92,10,27," עם זאת, [א1] נמנעו [/א1] חברות הביטוח מלנקוט בצעדים נגד הסוכנות בגלל היקפי ביטוח חיים הגדולים שסוכנות זו מוכרת. באחרונה הגיעה הקרן להסכם עם אחד המפעלים הגדולים המתמחים בתעשייה עתירת-ידע, לפיו 1,000 [א2] העובדים [/א2] בו יצטרפו לקרן.",VAGUE
135.0.3,135,0,3,"מן הכתבה עולה כי קיים לכאורה קשר בין מוצרי חברת ""לנקום"" לבין חברת ""גמיי"". היבואן [א1] צוטט [/א1] [א2] באומרו [/א2] כי ""אכן מדובר באותו מפעל ואפילו במוצרים זהים"".",AFTER
124.63.208,124,63,208, הוקמה סדנת תפירה וההורים יכלו להיווכח במו עיניהם שבמקום אין גברים. תוך שלוש שנים [א1] ייהפכו [/א1] הנערות הטורקיות [א2] הלומדות [/א2] שם לתופרות מיומנות.,AFTER
54.19.91,54,19,91," בעבר הייתה הבנה עם ראש הממשלה שיכהן כסגן שר במשרדו אך בפועל יתפקד כסגן שר העבודה והרווחה. העניין לא [א1] יצא [/א1] אל הפועל, ולפיכך, זעם השבוע ביבי, לאחר [א2] שנודע [/א2] לו שאגודת ישראל תקבל שני סגני שרים במשרד העבודה והרווחה, וכי לו לא נמצא מקום במשרד זה.",BEFORE
131.7.19,131,7,19," ירושלים לכולם היתה רוצה ממשלתנו לספק פתרונות דיור הולמים: למיליון עולים חדשים, לזוגות צעירים, ליוצאי צה""ל, לחסרי דיור ועוד זאת גם [א1] כשמדובר [/א1] בגיוס משאבים עצומים בארץ ובחו""ל. מנגד, אין הממשלה נוקפת אצבע לפתרון בעייתם של ילדים [א2] השוהים [/א2] בבתי חולים לחולי נפש, כשאין זה מקומם על-פי אבחנה רפואית.",BEFORE
48.3.32,48,3,32," ניצחון הפועל [א1] הושג [/א1] בעיקר בזכות לחימה עיקשת של אמסלם ופרישמן, שהשתפר וניווט התקפת קבוצתו ללא דופי. מכבי רמת גן שמט ניצחון אחרי [א2] שהוביל [/א2] במרבית דקות המשחק.",AFTER
